Date,Open,High,Low,Close,Volume,Hourly_Return,Log_Return,True_Range,ATR,Hourly_Volatility,SMA_20,SMA_50,EMA_20,RSI,MACD,MACD_Signal,Volume_SMA_20,Volume_Ratio,Upper_Band,Middle_Band,Lower_Band,BB_Width,Gap,Gap_Pct,Hourly_Range,Hourly_Range_Pct,ADX,Trend_Strength
2025-05-22 10:00:00,1.12943,1.12996,1.12902,1.1292,6253,-0.0001947902463211859,-0.0001948092204052345,0.0009400000000001629,0.0017891134944388349,0.0008026298605458595,1.1325965,1.1307562,1.1319129207968939,35.16882706058401,-0.00011059332979446168,0.0005916990415053511,7418.4,0.8429041302706783,1.1355798422532426,1.1325965,1.1296131577467574,0.005268146693447479,9.999999999843467e-06,8.854102105366885e-06,0.0009400000000001629,0.0008322782288412412,27.016283279604878,0.0013762471521270524
2025-05-22 11:00:00,1.12921,1.13129,1.12918,1.13085,8163,0.0014612114771519469,0.0014601449464862874,0.0021099999999998342,0.0018126117919743795,0.000873801881183422,1.132427,1.1308632,1.1318116902448088,45.3556411062174,-0.0001604106618666723,0.00044127710083094647,7406.8,1.1020953718204893,1.1354027762012595,1.132427,1.1294512237987406,0.005255572679315203,1.0000000000065512e-05,8.855827134312356e-06,0.0021099999999998342,0.001868562977656799,25.36470025046184,1.167249937937456e-05
2025-05-22 12:00:00,1.13086,1.13148,1.12847,1.12948,8836,-0.0012114780917008572,-0.0012122125245102877,0.003009999999999957,0.0019001380927659009,0.0009015210695092216,1.1321995,1.1309642000000002,1.131589624507208,39.76821374586017,-0.0003069010427001473,0.00029164147212472775,7548.55,1.170555934583463,1.1353413559801464,1.1321995,1.1290576440198536,0.005550004182383723,1.0000000000065512e-05,8.842905778896858e-06,0.003009999999999957,0.0026616911023468488,24.3312764400543,0.0013123315486026502
2025-05-22 13:00:00,1.12952,1.13089,1.12815,1.12831,10555,-0.0010358749158906333,-0.001036411805110059,0.0027399999999999647,0.0019614277510827845,0.0009197569350231949,1.1318755,1.1310390000000001,1.1312772793160453,35.72101653309957,-0.000511508594148502,0.0001310114588700818,7212.1,1.463512707810485,1.1352123936153227,1.1318755,1.1285386063846774,0.0058962202385732946,4.0000000000040004e-05,3.541452703902681e-05,0.0027399999999999647,0.002425809193285612,23.592130393589443,0.002412825729263273
2025-05-22 14:00:00,1.1283,1.12977,1.12749,1.12773,10462,-0.0005140431264457623,-0.0005141752919081245,0.0022799999999998377,0.0019846399236869814,0.0008971647619923457,1.131597,1.1311252,1.1309394431907076,33.880278162329354,-0.0007122523043241458,-3.764129376876371e-05,7318.95,1.4294400153027416,1.1353193385122768,1.131597,1.127874661487723,0.0065789119488243245,-9.999999999843467e-06,-8.86281252478793e-06,0.0022799999999998377,0.002020739165115517,23.33483316697137,0.003001612907218541
2025-05-22 15:00:00,1.12774,1.12883,1.12657,1.12803,11139,0.0002660211220772979,0.0002659857447325438,0.0022599999999999287,0.002004674780683997,0.0008735928440485973,1.1314045,1.1311946,1.1306623533630211,35.72523701382316,-0.0008374816806233643,-0.00019760937113968383,7415.2,1.5021847016938181,1.1354339241524043,1.1314045,1.1273750758475956,0.007122871002200134,1.0000000000065512e-05,8.86737073596119e-06,0.0022599999999999287,0.002004008016032001,23.635807277118232,0.0027975734679071586
2025-05-22 16:00:00,1.12801,1.12878,1.12682,1.12691,8104,-0.0009928813949984239,-0.0009933746282391237,0.0019599999999999618,0.0020014286171544564,0.0008599762516408533,1.1311105,1.131196,1.1303049863760668,32.121650370001156,-0.0010153966429018446,-0.000361166825492116,7639.35,1.0608232375791133,1.1355316648917426,1.1311105,1.1266893351082572,0.007817388118566158,-2.0000000000131024e-05,-1.7730024910801152e-05,0.0019599999999999618,0.0017375732484640756,23.91320436005214,0.0037889101446610595
2025-05-22 17:00:00,1.12694,1.12707,1.12558,1.12679,6572,-0.00010648587731065806,-0.00010649154733421324,0.0014899999999999913,0.001964312921531607,0.000828727414977208,1.1308095,1.1312262,1.1299702257688224,31.752094474699113,-0.001152789885223937,-0.0005194914374384803,7894.25,0.8325046711213858,1.1355360186977286,1.1308095,1.1260829813022715,0.008359531287504314,2.999999999997449e-05,2.6621469327607784e-05,0.0014899999999999913,0.0013221644453120763,24.83554291441073,0.003921585267385074
2025-05-22 18:00:00,1.12678,1.12806,1.12672,1.12779,3647,0.0008874768146682754,0.0008870832399617266,0.0013400000000001189,0.001919056694026967,0.0008638974248275407,1.130624,1.1312692,1.1297625852194109,38.13916216812704,-0.0011675248769549285,-0.0006490981253417699,7848.2,0.4646925409648072,1.135515876531555,1.130624,1.1257321234684452,0.008653410031194938,-1.0000000000065512e-05,-8.874768146740309e-06,0.0013400000000001189,0.0011892294857914756,24.71738316660937,0.0030754837133371124
2025-05-22 19:00:00,1.12781,1.12856,1.12777,1.12784,3749,4.4334494897046994e-05,4.433351215237433e-05,0.0007900000000000684,0.001837298517383516,0.0008375372536456821,1.130357,1.1312786000000001,1.1295794818651812,38.449332067502425,-0.00116177565535458,-0.000751633631344332,7914.9,0.4736635965078523,1.1352446174154671,1.130357,1.125469382584533,0.00864791816296455,1.999999999990898e-05,1.7733797958759146e-05,0.0007900000000000684,0.0007004725973347181,24.15652684934718,0.003039569563147557
2025-05-22 20:00:00,1.12786,1.12832,1.12773,1.12782,1950,-1.7733011774656582e-05,-1.7733169006368678e-05,0.0005900000000000905,0.001747066927244861,0.0007501707509646521,1.130112,1.1312904000000001,1.1294119121637354,38.36646531568794,-0.0011456271124441475,-0.0008304323275642952,7666.95,0.2543384266233639,1.1349924942372651,1.130112,1.125231505762735,0.008637186822660249,2.0000000000131024e-05,1.773301177483599e-05,0.0005900000000000905,0.0005231145709574685,23.66456525793279,0.0030676473520858086
2025-05-22 21:00:00,1.1278,1.12808,1.12768,1.12791,818,7.979996807994105e-05,7.979678423186779e-05,0.00039999999999995595,0.001649706823225994,0.0007518151463577138,1.1298195,1.1312878,1.1292688729100464,39.00354435020988,-0.001112740053327066,-0.0008868938727168495,7273.8,0.11245841238417333,1.1344869595873963,1.1298195,1.1251520404126036,0.008262310196268234,-2.0000000000131024e-05,-1.773332624011901e-05,0.00039999999999995595,0.00035467281432874267,23.244608474323933,0.0029858007838500394
2025-05-22 22:00:00,1.12793,1.12871,1.12791,1.12861,1348,0.0006206168931917055,0.0006204243901706148,0.0008000000000001339,0.0015883457077004322,0.0007321909628415958,1.1295575000000002,1.1312963999999999,1.1292061231090897,43.863803594094094,-0.0010184525847498627,-0.0009132056151234522,7008.2,0.1923461088439257,1.1338649580671178,1.1295575000000002,1.1252500419328826,0.007626806191128172,2.0000000000131024e-05,1.773191123416853e-05,0.0008000000000001339,0.0007092638727581799,22.235505959043167,0.0023746208332316608
2025-05-22 23:00:00,1.12862,1.12888,1.12808,1.12819,962,-0.00037213918005318813,-0.0003722084410215331,0.0008000000000001339,0.0015314604569271778,0.0007296925454646641,1.129302,1.1312954,1.1291093494796527,41.71600534906179,-0.0009664786126766245,-0.0009238602146340867,6765.65,0.1421888510342687,1.1332851926892855,1.129302,1.1253188073107145,0.007054255972778737,1.0000000000065512e-05,8.860456667994713e-06,0.0008000000000001339,0.0007088302528753114,21.138778528222968,0.0027449948086060677
2025-05-23 00:00:00,1.12818,1.13002,1.12787,1.12968,4413,0.0013206995275618638,0.0013198281710565187,0.0021500000000000963,0.0015760603561008769,0.0008019451032945186,1.1291205000000002,1.1313272,1.129163697148257,50.90104624244949,-0.0007958838640418353,-0.0008982649445156365,6761.45,0.6526706549630626,1.1326630723704645,1.1291205000000002,1.125577927629536,0.006274923483302786,-1.0000000000065512e-05,-8.863755218593954e-06,0.0021500000000000963,0.0019057242638586896,20.06513356579455,0.001455989036593543
2025-05-23 01:00:00,1.12969,1.13186,1.12951,1.13139,6376,0.0015137029955385461,0.001512558501962528,0.0023500000000000743,0.0016318276739183861,0.0008804337888623249,1.129024,1.1313788,1.1293757259912802,58.905165420738776,-0.0005167468517035534,-0.0008219613259532199,6822.4,0.9345684803001877,1.1321887331641036,1.129024,1.1258592668358964,0.005606139752748559,1.0000000000065512e-05,8.852064301453077e-06,0.0023500000000000743,0.0020802166966159513,20.31848266112155,9.89942537360429e-06
2025-05-23 02:00:00,1.13142,1.13178,1.1308,1.13148,4975,7.954816641486673e-05,7.954500262725796e-05,0.0009799999999999809,0.0015848887775314184,0.0008809271605267543,1.1289855000000002,1.1314182000000002,1.1295761330397298,59.28140559669741,-0.00028498142207444843,-0.0007145653451774656,6551.45,0.7593738790649398,1.1320078466048715,1.1289855000000002,1.1259631533951289,0.0053540928645608435,3.0000000000196536e-05,2.651605547176176e-05,0.0009799999999999809,0.0008661681780417359,20.552921221643658,5.462171282014883e-05
2025-05-23 03:00:00,1.13146,1.13173,1.13109,1.13112,2798,-0.0003181673560294085,-0.000318217982001269,0.0006399999999999739,0.0015168858186945476,0.0008604721638534804,1.1289365,1.1314435999999999,1.1297231679883268,57.03213235605103,-0.00012886911769749432,-0.0005974260996814714,6048.15,0.46262080140208167,1.1317818771279,1.1289365,1.1260911228721,0.0050408098735402855,-2.0000000000131024e-05,-1.7675964223964208e-05,0.0006399999999999739,0.0005656408534106146,20.769915666391526,0.00028600630203748514
2025-05-23 04:00:00,1.13112,1.13207,1.13077,1.13178,3828,0.0005834924676428876,0.0005833223021033125,0.0012999999999998568,0.001501285139214688,0.0008710433132781053,1.1290165,1.1314354,1.1299190567513433,60.02660838285088,4.755925886779089e-05,-0.00046842902797161897,5711.0,0.670285414113115,1.132078919141786,1.1290165,1.1259540808582142,0.005424932482006851,0.0,0.0,0.0012999999999998568,0.001149303345356688,21.195501109563274,0.0003045688688899324
