"Date","Price","Open","High","Low","Vol.","Change %"
"2024/10/23","86,464.19","86,936.38","87,023.29","86,238.84","264.28M","-0.33%"
"2024/10/22","86,752.88","86,907.67","87,076.55","86,046.69","225.77M","-0.37%"
"2024/10/21","87,076.55","87,293.73","87,451.36","86,920.79","181.58M","-0.14%"
"2024/10/18","87,201.49","87,001.42","87,467.86","86,582.35","213.78M","0.72%"
"2024/10/17","86,582.35","86,506.05","87,037.27","86,192.11","184.53M","0.22%"
"2024/10/16","86,393.01","86,078.96","86,430.22","85,837.31","374.53M","0.52%"
"2024/10/15","85,949.77","85,838.05","86,398.66","85,528.27","215.54M","-0.52%"
"2024/10/14","86,398.66","86,187.08","86,587.83","85,849.34","167.68M","0.29%"
"2024/10/11","86,149.45","85,332.35","86,279.28","85,321.08","218.78M","0.89%"
"2024/10/10","85,392.82","85,627.25","85,627.25","85,221.71","296.96M","0.07%"
"2024/10/09","85,336.85","85,300.89","85,491.22","84,677.53","266.53M","-0.18%"
"2024/10/08","85,491.22","85,181.95","86,308.92","84,863.13","274.71M","-0.95%"
"2024/10/07","86,308.92","86,453.72","86,655.74","86,166.85","235.79M","-0.03%"
"2024/10/04","86,332.42","86,739.94","86,970.58","86,243.68","195.54M","-0.15%"
"2024/10/03","86,461.05","86,948.18","87,328.62","86,092.65","204.60M","-0.75%"
"2024/10/02","87,115.22","87,566.99","87,587.73","86,619.39","243.23M","0.57%"
"2024/10/01","86,619.39","86,984.11","87,441.14","86,326.87","289.66M","0.08%"
"2024/09/30","86,548.42","87,730.03","87,782.32","86,548.42","316.52M","-1.18%"
"2024/09/27","87,579.71","87,549.86","87,789.80","86,886.25","272.91M","0.29%"
"2024/09/26","87,327.21","86,837.41","87,802.52","85,960.32","278.20M","1.59%"
"2024/09/25","85,960.32","85,899.07","86,197.11","84,777.53","357.47M","1.40%"
"2024/09/23","84,777.53","83,764.71","84,826.99","83,719.43","195.12M","1.13%"
"2024/09/20","83,829.99","83,898.07","84,395.93","83,696.76","772.29M","0.08%"
"2024/09/19","83,760.08","83,465.41","84,218.18","82,718.58","501.25M","1.26%"
"2024/09/18","82,718.58","82,835.52","83,032.71","82,151.38","218.69M","-0.38%"
